Mobile ID,Task ID,Data Size(Mb),Deadline(sec),Next Subtask,Data transmitted between subtask,Mobile Energy,Mobile threshold,LocationX,LocationY,Task generate Time
0,4,71.80963703338804,19.242543235380946,1,71.80963703338804,6359.9852432357775,3600.0,8.328235040149805,5.284557096221924,16
1,2,125.27608210941999,32.69527345467474,1,125.27608210941999,4623.079900897491,3600.0,7.942649893091347,8.049314019418059,4
2,1,15.826675565521818,2.504550519451604,1,15.826675565521818,5799.105118525274,3600.0,2.721530961499205,2.5903169641987422,16
3,4,106.3621500243284,23.43587477361582,1,106.3621500243284,7259.615265044371,3600.0,16.224569890043007,6.807058063854463,14
4,1,20.25849142142821,2.521717857186079,1,20.25849142142821,4816.729986001523,3600.0,17.684089792329,15.176781953160909,2
5,1,189.38983957645908,32.5195636879076,1,189.38983957645908,8431.370141537296,3600.0,9.024623657977287,15.678391739711676,18
6,4,187.2444230638988,68.76616331708361,1,187.2444230638988,8697.461814972761,3600.0,7.723221108504242,2.8504221079153087,8
7,1,111.3192444093502,15.932565381391154,1,111.3192444093502,9406.661882512779,3600.0,11.729413794195304,12.816235763732353,1
8,3,133.32227833259108,45.869097367915934,1,133.32227833259108,8139.327719173374,3600.0,4.625000584017657,2.5317161046502505,15
9,1,53.1376777460069,8.718837232614797,1,53.1376777460069,8233.736127287622,3600.0,9.889436786351572,6.514429905705091,3
10,2,156.95351400410945,42.82134264496057,1,156.95351400410945,5565.537146516073,3600.0,2.3384586311355147,6.518861857303631,4
11,2,116.96124585596384,28.95228720725645,1,116.96124585596384,6571.5673657821435,3600.0,9.86428760796833,9.789893242377786,5
12,4,233.17072215946945,72.9754050403476,1,233.17072215946945,10021.218643231645,3600.0,10.598031621051355,4.295449543628052,11
13,3,193.05033355954785,56.02115798354036,1,193.05033355954785,4986.581041548934,3600.0,15.242360757292518,13.709065796443527,20
14,2,164.03901300827513,39.73293931645637,1,164.03901300827513,6965.305394071934,3600.0,17.211611612572177,12.250756346160527,12
