Mobile ID,Task ID,Data Size(Mb),Deadline(sec),Next Subtask,Data transmitted between subtask,Mobile Energy,Mobile threshold,LocationX,LocationY,Task generate Time
0,4,48.445383129795616,12.004844938867382,1,48.445383129795616,9300.326453007885,3600.0,3.174762904649527,12.785858681487813,105
1,4,10.050863071916831,3.8482907151277312,1,10.050863071916831,9416.478366164003,3600.0,6.188549715441827,7.833694594178933,39
2,3,198.7515437638077,52.26888371616913,1,198.7515437638077,4144.786013005832,3600.0,13.308079645833207,18.256375409386607,116
3,2,180.34375977621065,36.214356611939074,1,180.34375977621065,8622.673787691609,3600.0,7.173512185018338,7.607136889335346,105
4,1,48.45416569536943,11.898109984235926,1,48.45416569536943,5594.51921465078,3600.0,12.85355810677655,16.308613083790785,55
5,4,229.23926460108987,121.42042609390673,1,229.23926460108987,7540.833294055686,3600.0,5.360818201238347,12.473542610172894,110
6,1,194.80403620436863,29.60658870939775,1,194.80403620436863,8201.791855268846,3600.0,19.205015057351066,15.04172100437994,135
7,3,150.58895182772594,72.00978551465204,1,150.58895182772594,6069.095186439497,3600.0,6.745064526836009,10.314706384469401,120
8,3,201.25840139056683,114.20607485845308,1,201.25840139056683,9148.069579773051,3600.0,7.829803925631003,7.507527207191672,41
9,2,54.29536783147761,26.858379140173952,1,54.29536783147761,3897.740719591319,3600.0,10.95530632317154,7.336456099803313,128
10,2,110.20069210914973,17.55535726146597,1,110.20069210914973,10731.108355042292,3600.0,3.56627761306459,2.527160644433902,118
11,3,159.46304400921386,43.89323137874477,1,159.46304400921386,6564.166764334468,3600.0,12.230805239475307,16.39406086168527,87
12,3,10.602473248471927,5.55690843285853,1,10.602473248471927,4279.180715252193,3600.0,15.288732641781912,9.368470255997403,85
13,4,38.49648800099137,24.185331083048574,1,38.49648800099137,4026.737391479056,3600.0,6.479417523925366,16.719916174378756,11
14,4,166.15122142407918,29.455545272035398,1,166.15122142407918,10229.372908814436,3600.0,4.771079458432288,12.119554334078481,29
15,2,71.33645553996449,19.01686260989041,1,71.33645553996449,8009.003093296646,3600.0,7.39191705859488,13.020365223540807,65
16,2,171.89619161997018,89.31251186741011,1,171.89619161997018,9047.72492689696,3600.0,17.777294981008783,4.89230338557861,113
17,2,17.873816166574453,5.555236986874045,1,17.873816166574453,10127.047114300734,3600.0,17.069474127531446,12.55972195425209,18
18,3,147.75033499729437,50.01893292353956,1,147.75033499729437,4572.0072087844455,3600.0,1.5141171981974872,10.395744298481935,140
19,1,77.49236321699694,12.709100098123484,1,77.49236321699694,4342.781797998929,3600.0,10.702193753683094,12.912321343378053,65
20,2,111.77781363510277,48.123921074272864,1,111.77781363510277,4909.002585546845,3600.0,6.98998467175258,16.0532970996694,104
21,2,13.680645288472572,5.440006371100964,1,13.680645288472572,4189.494980624674,3600.0,15.050832375423793,10.031478792522766,27
22,4,191.51379954575185,69.28164843153147,1,191.51379954575185,7178.342365833336,3600.0,8.370936716632306,14.80270755265378,91
23,3,115.91240734394276,54.32742304387687,1,115.91240734394276,4233.528580820706,3600.0,8.587846134884291,6.358493441085376,111
24,1,181.74475000057203,25.41291773643167,1,181.74475000057203,9045.670072721812,3600.0,8.841963741601974,13.941194983775125,26
25,4,150.22822948078726,52.00180491115044,1,150.22822948078726,5634.849075795036,3600.0,16.122279432013993,17.53584161998326,4
26,3,153.57781153485834,53.18045754610678,1,153.57781153485834,4624.488643013129,3600.0,4.0536265978276464,13.747501265682684,7
27,1,65.67115748897399,12.216605236849587,1,65.67115748897399,10628.370998308776,3600.0,5.280815857555913,5.582419258314053,21
28,1,160.11040210626575,15.265320490182186,1,160.11040210626575,6113.125597097899,3600.0,7.019535070733937,7.690613122269889,105
29,4,59.674521072431794,24.144171171100197,1,59.674521072431794,4063.697028457585,3600.0,10.04657053914254,14.56946908072413,46
30,4,32.59665481263591,17.901924440892113,1,32.59665481263591,10594.084260400741,3600.0,9.076688295822995,6.501988218487346,119
31,4,203.1414265399961,53.038790105128705,1,203.1414265399961,10358.116136478346,3600.0,11.770665877464076,13.120782918804196,40
32,3,101.49297901444372,40.95191132144692,1,101.49297901444372,4194.275710974721,3600.0,11.934692254976401,6.900160280815121,54
33,2,70.72052762771611,9.525764227469633,1,70.72052762771611,7839.560707420774,3600.0,13.82869279872872,16.638963752884916,132
34,1,174.8145976105371,52.95618227718223,1,174.8145976105371,4852.930352723636,3600.0,7.4589148290010545,7.3769237853632195,56
35,1,136.4047745474033,28.877388634014398,1,136.4047745474033,7262.434876636928,3600.0,8.247646326771227,5.753276215915999,125
36,1,86.30381095200731,11.09453322741508,1,86.30381095200731,10505.788922900514,3600.0,8.039915494803013,4.688616132219919,109
37,4,17.991809358532226,10.674464450892943,1,17.991809358532226,7192.8654525212205,3600.0,15.518780337004495,10.889689108600226,32
38,2,220.42888748604526,64.54016658529575,1,220.42888748604526,8224.191400936319,3600.0,7.6459023083398305,9.399812526082787,76
39,4,131.88672135510652,74.82890142118794,1,131.88672135510652,5479.674245294841,3600.0,4.8764293882155565,8.59436765366876,53
40,4,75.88711942043982,23.695478461525553,1,75.88711942043982,10608.000991137804,3600.0,9.644797348198237,2.4410634291636977,77
41,4,112.48296337386476,60.702941239590395,1,112.48296337386476,9338.512764272804,3600.0,9.813066782071331,17.329657001629435,8
42,4,149.39427135302006,26.35689456365223,1,149.39427135302006,6702.193777139718,3600.0,11.800508332266444,15.402501662419338,118
43,4,91.81217278347904,27.179577702111946,1,91.81217278347904,9425.410786152912,3600.0,11.989804361984401,4.561056500952495,47
44,1,81.0505117294741,17.35680495781736,1,81.0505117294741,3785.839493916729,3600.0,17.552314206986576,14.449353543891512,24
45,1,188.14779123962109,37.734252976195094,1,188.14779123962109,8450.029658932059,3600.0,-0.9758415900745384,11.279779587910047,101
46,1,174.469003697768,39.79260545091892,1,174.469003697768,10641.738613864214,3600.0,12.338273069140199,11.969825149296765,7
47,2,25.064532104895378,3.960353651703538,1,25.064532104895378,10305.298910550358,3600.0,12.152114673506839,13.065599143190827,107
48,2,198.35519657438942,79.93421557223073,1,198.35519657438942,8840.198013815563,3600.0,13.922127138642175,2.2460857689132188,39
49,2,213.0742275838016,106.84571033571972,1,213.0742275838016,7146.334545139993,3600.0,1.654753260698396,11.286772802701881,75
50,2,165.17268219929062,65.64521378980095,1,165.17268219929062,8970.538604051386,3600.0,15.278767976124652,13.274041997561927,81
51,4,208.71984133393718,124.74077029888409,1,208.71984133393718,8889.639066750904,3600.0,1.5193341008388157,4.309445877172955,32
52,3,35.279089804028686,12.226100385890467,1,35.279089804028686,5656.808157484722,3600.0,5.908889353976782,13.164230727306268,23
53,4,181.74718866048576,31.925659927177826,1,181.74718866048576,6499.46007175747,3600.0,11.944282017233515,3.6970783574193806,59
54,1,19.13459425886701,2.6897101512640886,1,19.13459425886701,5010.6338336660165,3600.0,16.16833638670572,11.17595559311847,128
55,1,29.465435038913864,4.606670943717858,1,29.465435038913864,4875.741528440257,3600.0,14.400792211037245,18.364057612516245,38
56,1,124.03762189224474,43.14376908073915,1,124.03762189224474,10567.958526426952,3600.0,12.624058480672483,11.788657609049544,78
57,3,11.695465942731992,3.785566854278114,1,11.695465942731992,6992.901915248354,3600.0,5.0782569980952035,13.58658731156431,17
58,3,149.44849036435846,24.992657242436906,1,149.44849036435846,6134.92190652856,3600.0,16.120059924747952,12.770210285687385,86
59,3,235.2305293661692,107.09271051986684,1,235.2305293661692,4216.127195971591,3600.0,16.83801784653313,9.24635358433261,18
60,4,47.36121761259862,20.6992866031982,1,47.36121761259862,8690.037853314056,3600.0,1.5709782609394742,13.699006759304314,67
61,1,97.69397144114595,19.803947754281825,1,97.69397144114595,6005.2806213637205,3600.0,3.916560917256028,7.50947709511022,64
62,4,195.70715583010883,37.98950772454014,1,195.70715583010883,4333.989134421672,3600.0,-3.2504364772328507,10.10162605154636,137
63,4,85.88236685035812,33.17878755395204,1,85.88236685035812,4474.296532506616,3600.0,10.180951841730296,13.610619761647339,57
64,3,235.3356549615796,96.56157572904692,1,235.3356549615796,5971.364653764847,3600.0,15.463596060119151,11.326809953650091,71
65,3,65.82267123092838,16.845829806105964,1,65.82267123092838,5412.045900915693,3600.0,13.117379443833382,13.35831118664866,75
66,2,111.27791308748364,51.54654417952158,1,111.27791308748364,7278.428760907824,3600.0,8.486065750420812,2.649051169404527,45
67,3,50.13746133770867,15.10015310313997,1,50.13746133770867,3665.3900856275104,3600.0,7.387902609592233,7.2332506980977715,86
68,2,215.56663550017967,56.296472894341925,1,215.56663550017967,10353.701247105902,3600.0,2.3251941812853705,15.819393486905424,124
69,4,21.822564778379327,4.301176757558256,1,21.822564778379327,8064.7716386988295,3600.0,12.57789157746186,9.10994262844607,109
70,3,102.1215636482374,56.55836234434002,1,102.1215636482374,5331.378914879008,3600.0,13.40881348991487,7.096189243347951,135
71,1,221.88749669145759,71.55033703527101,1,221.88749669145759,6258.699584911417,3600.0,15.811815464223445,19.76063086261744,122
72,3,130.89977442488544,42.93073969871522,1,130.89977442488544,6265.408754539792,3600.0,8.903324942250153,2.564767644676168,65
73,3,109.86712141474831,62.1930556119224,1,109.86712141474831,7099.3285925283935,3600.0,10.692468920656193,20.310355566403786,135
74,1,46.16582562269293,6.0596898088378826,1,46.16582562269293,8442.536506149738,3600.0,8.396463760957804,8.417440405375045,137
75,1,21.116485597584386,4.841132619938857,1,21.116485597584386,4567.348152868205,3600.0,6.771615024964893,14.000737058576036,64
76,1,177.01080980185475,27.338584719638053,1,177.01080980185475,10653.409761215473,3600.0,4.902643664666197,3.0198827719670462,119
77,2,178.09596913138856,50.81656246089285,1,178.09596913138856,7072.163067055689,3600.0,11.821545019956265,5.396490319800669,88
78,1,177.88576128288383,24.111814794222546,1,177.88576128288383,6586.594532898168,3600.0,15.709782794820116,17.446263843040494,125
79,2,177.79497572455884,25.427303023157943,1,177.79497572455884,7883.883641148301,3600.0,5.106851175086859,20.961853036564214,125
80,1,184.93028138293946,41.010302736524295,1,184.93028138293946,9093.073787088657,3600.0,10.03781426642628,5.154553687772406,74
81,2,174.4954908646111,59.153514567565715,1,174.4954908646111,10110.160206055274,3600.0,11.100149935814636,8.59789539397958,49
82,4,92.24843683142781,27.71299143758257,1,92.24843683142781,4380.2870643641745,3600.0,-2.107775729391668,4.943367582274959,116
83,2,235.2285450558844,77.11138045885556,1,235.2285450558844,8643.500116755637,3600.0,11.977654369133631,7.170594577149793,53
84,1,183.90678003625854,24.28510096411763,1,183.90678003625854,6848.401848278967,3600.0,10.64018984994893,12.53442708803428,32
85,2,233.60705087959246,95.92315971744895,1,233.60705087959246,7774.862831881222,3600.0,8.723159338831675,4.053427812370252,102
86,3,137.06680590793422,70.25702556431341,1,137.06680590793422,6266.729738212617,3600.0,15.928248552489734,5.8194828779606125,119
87,4,57.47837795025262,33.23576371595489,1,57.47837795025262,4868.614936847724,3600.0,15.94745334800504,5.279622025606193,47
88,4,105.98260501950115,18.694259860660626,1,105.98260501950115,5844.082980398071,3600.0,9.079567234954801,18.318660753379827,54
89,2,96.4752524671369,16.094244090112053,1,96.4752524671369,9305.980092755271,3600.0,6.849892700489392,17.00309265410764,123
90,1,86.65753697565437,24.82049532404463,1,86.65753697565437,9743.869061974718,3600.0,2.888545382979459,12.149193018142526,54
91,3,120.69258877778455,58.38927827226747,1,120.69258877778455,7676.78966686602,3600.0,17.832495758419785,8.180304688871388,43
92,4,127.43490283642666,34.38125415458289,1,127.43490283642666,7350.030813295583,3600.0,11.307853145410403,7.3680526705737055,8
93,4,45.70518739978378,16.992582703341157,1,45.70518739978378,6006.424546480445,3600.0,3.5384624341767665,15.810140486880071,62
94,4,120.9406073909531,31.72476912596184,1,120.9406073909531,5723.185167592143,3600.0,8.954949161368495,13.938458636661125,20
95,3,161.75668852774947,64.30971075613452,1,161.75668852774947,7374.041181166487,3600.0,10.861431401415565,12.968006175327153,116
96,3,200.96927538461148,81.6683867581562,1,200.96927538461148,4874.5711600294735,3600.0,16.000949677910548,18.920819830019948,134
97,4,132.47697257441703,61.61049384306984,1,132.47697257441703,6364.03885910523,3600.0,17.152593857443165,9.63415628995999,63
98,2,76.4464804382462,30.48406312066626,1,76.4464804382462,4245.485240575178,3600.0,16.485398891150794,8.073840229390466,126
99,1,30.380701150689397,8.220991530863671,1,30.380701150689397,4820.3622733744705,3600.0,3.670952682307036,21.503798111666786,108
100,3,35.58213770993582,19.66639252150829,1,35.58213770993582,5545.495517769648,3600.0,6.377531230584853,9.543670772361372,69
101,1,201.8256856974454,23.946422100228386,1,201.8256856974454,5844.579284588293,3600.0,7.72547718897479,3.1320898276689557,21
102,1,129.67209627869644,40.39509689765818,1,129.67209627869644,6870.983763152584,3600.0,12.688774099589288,5.59457838144242,19
103,2,96.44508643446687,15.355485628617792,1,96.44508643446687,8362.07160896268,3600.0,12.41334875585138,7.180477289592397,65
104,2,22.7822083520361,11.28874505080324,1,22.7822083520361,8414.34405464153,3600.0,13.65065595423312,6.014646768576754,20
105,4,140.98689669121396,85.76717628043801,1,140.98689669121396,5964.63262876571,3600.0,10.971161148930397,11.279301098636761,101
106,1,206.4767805201929,66.27370754439707,1,206.4767805201929,10472.044987013704,3600.0,10.294233551038566,14.859999871065213,103
107,1,150.3355971897711,37.48391514194157,1,150.3355971897711,9585.450593797856,3600.0,10.637243975758405,2.8592593071305936,130
108,1,64.34162450039548,11.568342872644935,1,64.34162450039548,5335.0928038496795,3600.0,10.174253778308733,15.71977409238784,61
109,4,235.49311066863103,134.30898422725448,1,235.49311066863103,8198.875413230984,3600.0,3.6062971542017372,20.443251157618455,126
110,2,195.0576795837072,49.888710838222416,1,195.0576795837072,9639.77349180223,3600.0,9.398023034868654,14.43125171606121,47
111,3,176.318514138879,30.592107622787356,1,176.318514138879,10110.992049050334,3600.0,6.552427649820678,9.155326415904758,45
